tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,70-74,Perempuan,248
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,75+,Perempuan,260
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,00-04,Perempuan,815
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,05-09,Perempuan,976
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,01-10,Perempuan,980
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,15-19,Perempuan,1026
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,20-24,Perempuan,1087
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,25-29,Perempuan,1033
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,30-34,Perempuan,1006
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,35-39,Perempuan,1154
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,40-44,Perempuan,1144
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,45-49,Perempuan,1045
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,50-54,Perempuan,960
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,55-59,Perempuan,831
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,60-64,Perempuan,751
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,65-69,Perempuan,510
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,70-74,Perempuan,367
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,75+,Perempuan,404
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,00-04,Perempuan,65
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,05-09,Perempuan,108
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,01-10,Perempuan,103
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,15-19,Perempuan,135
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,20-24,Perempuan,124
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,25-29,Perempuan,132
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,30-34,Perempuan,112
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,35-39,Perempuan,146
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,40-44,Perempuan,159
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,45-49,Perempuan,168
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,50-54,Perempuan,150
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,55-59,Perempuan,124
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,60-64,Perempuan,124
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,65-69,Perempuan,111
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,70-74,Perempuan,84
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,75+,Perempuan,132
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,00-04,Perempuan,516
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,05-09,Perempuan,653
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,01-10,Perempuan,635
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,15-19,Perempuan,641
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,20-24,Perempuan,632
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,25-29,Perempuan,656
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,30-34,Perempuan,679
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,35-39,Perempuan,738
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,40-44,Perempuan,705
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,45-49,Perempuan,646
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,50-54,Perempuan,573
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,55-59,Perempuan,480
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,60-64,Perempuan,394
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,65-69,Perempuan,287
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,70-74,Perempuan,188
2021,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,75+,Perempuan,231
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,00-04,Perempuan,2525
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,05-09,Perempuan,2833
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,01-10,Perempuan,2778
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,15-19,Perempuan,2577
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,20-24,Perempuan,2522
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,25-29,Perempuan,2692
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,30-34,Perempuan,2816
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,35-39,Perempuan,3049
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,40-44,Perempuan,3003
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,45-49,Perempuan,2590
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,50-54,Perempuan,2102
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,55-59,Perempuan,1724
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,60-64,Perempuan,1173
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,65-69,Perempuan,731
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,70-74,Perempuan,449
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,75+,Perempuan,502
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,00-04,Perempuan,1944
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,05-09,Perempuan,2181
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,01-10,Perempuan,2028
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,15-19,Perempuan,1759
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,20-24,Perempuan,1747
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,25-29,Perempuan,2034
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,30-34,Perempuan,1994
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,35-39,Perempuan,2134
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,40-44,Perempuan,2123
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,45-49,Perempuan,1817
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,50-54,Perempuan,1450
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,55-59,Perempuan,1183
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,60-64,Perempuan,904
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,65-69,Perempuan,565
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,70-74,Perempuan,340
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,75+,Perempuan,315
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,00-04,Perempuan,1836
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,05-09,Perempuan,2158
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,01-10,Perempuan,1977
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,15-19,Perempuan,1850
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,20-24,Perempuan,1728
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,25-29,Perempuan,1884
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,30-34,Perempuan,2102
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,35-39,Perempuan,2162
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,40-44,Perempuan,2088
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,45-49,Perempuan,1689
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,50-54,Perempuan,1386
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,55-59,Perempuan,1092
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,60-64,Perempuan,720
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,65-69,Perempuan,427
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,70-74,Perempuan,238
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,75+,Perempuan,214
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,00-04,Perempuan,1034
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,05-09,Perempuan,1259
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,01-10,Perempuan,1155
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,15-19,Perempuan,1093
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,20-24,Perempuan,1075
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,25-29,Perempuan,1193
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,30-34,Perempuan,1189
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,35-39,Perempuan,1328
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,40-44,Perempuan,1269
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,45-49,Perempuan,1169
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,50-54,Perempuan,939
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,55-59,Perempuan,756
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,60-64,Perempuan,547
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,65-69,Perempuan,347
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,70-74,Perempuan,226
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,75+,Perempuan,225
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,00-04,Perempuan,2434
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,05-09,Perempuan,2832
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,01-10,Perempuan,2826
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,15-19,Perempuan,2560
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,20-24,Perempuan,2493
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,25-29,Perempuan,2751
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,30-34,Perempuan,3062
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,35-39,Perempuan,3619
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,40-44,Perempuan,3398
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,45-49,Perempuan,2745
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,50-54,Perempuan,2170
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,55-59,Perempuan,1823
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,60-64,Perempuan,1634
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,65-69,Perempuan,1309
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,70-74,Perempuan,898
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,75+,Perempuan,755
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,00-04,Perempuan,1927
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,05-09,Perempuan,2199
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,01-10,Perempuan,2152
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,15-19,Perempuan,2005
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,20-24,Perempuan,1975
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,25-29,Perempuan,2117
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,30-34,Perempuan,2319
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,35-39,Perempuan,2767
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,40-44,Perempuan,2500
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,45-49,Perempuan,2099
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,50-54,Perempuan,1607
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,55-59,Perempuan,1401
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,60-64,Perempuan,1254
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,65-69,Perempuan,882
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,70-74,Perempuan,533
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,75+,Perempuan,496
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,00-04,Perempuan,1400
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,05-09,Perempuan,1630
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,01-10,Perempuan,1578
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,15-19,Perempuan,1374
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,20-24,Perempuan,1339
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,25-29,Perempuan,1499
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,30-34,Perempuan,1727
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,35-39,Perempuan,1913
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,40-44,Perempuan,1833
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,45-49,Perempuan,1506
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,50-54,Perempuan,1107
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,55-59,Perempuan,1006
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,60-64,Perempuan,786
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,65-69,Perempuan,576
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,70-74,Perempuan,404
2021,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,75+,Perempuan,343
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,00-04,Perempuan,3349
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,05-09,Perempuan,3872
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,01-10,Perempuan,3667
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,15-19,Perempuan,3513
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,20-24,Perempuan,3464
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,25-29,Perempuan,3868
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,30-34,Perempuan,3784
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,35-39,Perempuan,4069
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,40-44,Perempuan,4059
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,45-49,Perempuan,3417
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,50-54,Perempuan,2864
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,55-59,Perempuan,2164
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,60-64,Perempuan,1469
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,65-69,Perempuan,817
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,70-74,Perempuan,437
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,75+,Perempuan,516
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,00-04,Perempuan,3488
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,05-09,Perempuan,4086
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,01-10,Perempuan,4071
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,15-19,Perempuan,3755
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,20-24,Perempuan,3551
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,25-29,Perempuan,3750
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,30-34,Perempuan,3662
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,35-39,Perempuan,4290
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,40-44,Perempuan,4155
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,45-49,Perempuan,3424
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,50-54,Perempuan,2569
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,55-59,Perempuan,1800
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,60-64,Perempuan,1134
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,65-69,Perempuan,633
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,70-74,Perempuan,327
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,75+,Perempuan,322
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,00-04,Perempuan,4125
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,05-09,Perempuan,4861
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,01-10,Perempuan,4798
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,15-19,Perempuan,4165
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,20-24,Perempuan,4083
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,25-29,Perempuan,4324
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,30-34,Perempuan,4364
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,35-39,Perempuan,5222
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,40-44,Perempuan,4922
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,45-49,Perempuan,3895
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,50-54,Perempuan,2918
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,55-59,Perempuan,2240
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,60-64,Perempuan,1522
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,65-69,Perempuan,915
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,70-74,Perempuan,488
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,75+,Perempuan,423
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,00-04,Perempuan,2807
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,05-09,Perempuan,3252
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,01-10,Perempuan,3214
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,15-19,Perempuan,2833
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,20-24,Perempuan,2836
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,25-29,Perempuan,2985
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,30-34,Perempuan,2940
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,35-39,Perempuan,3320
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,40-44,Perempuan,2969
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,45-49,Perempuan,2425
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,50-54,Perempuan,1864
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,55-59,Perempuan,1385
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,60-64,Perempuan,837
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,65-69,Perempuan,454
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,70-74,Perempuan,244
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,75+,Perempuan,266
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,00-04,Perempuan,3431
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,05-09,Perempuan,3958
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,01-10,Perempuan,3979
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,15-19,Perempuan,3847
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,20-24,Perempuan,3996
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,25-29,Perempuan,4009
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,30-34,Perempuan,3725
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,35-39,Perempuan,4411
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,40-44,Perempuan,4056
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,45-49,Perempuan,3559
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,50-54,Perempuan,3146
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,55-59,Perempuan,2264
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,60-64,Perempuan,1420
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,65-69,Perempuan,802
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,70-74,Perempuan,542
2021,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,75+,Perempuan,704
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,00-04,Perempuan,2716
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,05-09,Perempuan,3183
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,01-10,Perempuan,3165
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,15-19,Perempuan,2982
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,20-24,Perempuan,2876
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,25-29,Perempuan,2939
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,30-34,Perempuan,3007
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,35-39,Perempuan,3449
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,40-44,Perempuan,3460
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,45-49,Perempuan,3081
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,50-54,Perempuan,2497
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,55-59,Perempuan,1950
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,60-64,Perempuan,1502
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,65-69,Perempuan,953
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,70-74,Perempuan,560
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,PALMERAH,75+,Perempuan,565
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,00-04,Perempuan,718
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,05-09,Perempuan,780
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,01-10,Perempuan,782
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,15-19,Perempuan,746
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,20-24,Perempuan,686
2021,DKI Jakarta,JAKARTA BARAT,PAL MERAH,SLIPI,25-29,Perempuan,772
