tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,65-69,Laki-laki,254
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,70-74,Laki-laki,125
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,75+,Laki-laki,83
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,00-04,Laki-laki,4201
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,05-09,Laki-laki,4767
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,01-10,Laki-laki,4374
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,15-19,Laki-laki,3963
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,20-24,Laki-laki,3721
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,25-29,Laki-laki,3605
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,30-34,Laki-laki,3730
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,35-39,Laki-laki,4043
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,40-44,Laki-laki,3835
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,45-49,Laki-laki,3109
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,50-54,Laki-laki,2392
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,55-59,Laki-laki,1687
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,60-64,Laki-laki,1110
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,65-69,Laki-laki,634
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,70-74,Laki-laki,343
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,KALIBARU,75+,Laki-laki,308
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,00-04,Laki-laki,1961
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,05-09,Laki-laki,2245
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,01-10,Laki-laki,2111
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,15-19,Laki-laki,2081
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,20-24,Laki-laki,1960
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,25-29,Laki-laki,1889
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,30-34,Laki-laki,1794
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,35-39,Laki-laki,1883
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,40-44,Laki-laki,1936
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,45-49,Laki-laki,1700
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,50-54,Laki-laki,1494
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,55-59,Laki-laki,1020
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,60-64,Laki-laki,715
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,65-69,Laki-laki,355
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,70-74,Laki-laki,204
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,75+,Laki-laki,206
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,00-04,Laki-laki,2754
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,05-09,Laki-laki,2879
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,01-10,Laki-laki,2782
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,15-19,Laki-laki,2342
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,20-24,Laki-laki,2197
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,25-29,Laki-laki,2287
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,30-34,Laki-laki,2172
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,35-39,Laki-laki,2584
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,40-44,Laki-laki,2363
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,45-49,Laki-laki,1950
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,50-54,Laki-laki,1496
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,55-59,Laki-laki,999
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,60-64,Laki-laki,667
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,65-69,Laki-laki,447
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,70-74,Laki-laki,215
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,75+,Laki-laki,148
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,00-04,Laki-laki,3829
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,05-09,Laki-laki,4264
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,01-10,Laki-laki,4009
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,15-19,Laki-laki,3708
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,20-24,Laki-laki,3620
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,25-29,Laki-laki,3609
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,30-34,Laki-laki,3492
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,35-39,Laki-laki,3981
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,40-44,Laki-laki,3728
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,45-49,Laki-laki,3282
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,50-54,Laki-laki,2641
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,55-59,Laki-laki,1793
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,60-64,Laki-laki,1227
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,65-69,Laki-laki,795
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,70-74,Laki-laki,450
2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,75+,Laki-laki,365
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,00-04,Laki-laki,1544
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,05-09,Laki-laki,1922
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,01-10,Laki-laki,1805
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,15-19,Laki-laki,1754
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,20-24,Laki-laki,1661
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,25-29,Laki-laki,1602
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,30-34,Laki-laki,1825
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,35-39,Laki-laki,2096
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,40-44,Laki-laki,2081
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,45-49,Laki-laki,1772
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,50-54,Laki-laki,1520
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,55-59,Laki-laki,1148
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,60-64,Laki-laki,926
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,65-69,Laki-laki,618
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,70-74,Laki-laki,402
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,75+,Laki-laki,369
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,00-04,Laki-laki,3415
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,05-09,Laki-laki,4418
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,01-10,Laki-laki,4350
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,15-19,Laki-laki,3875
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,20-24,Laki-laki,3531
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,25-29,Laki-laki,3561
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,30-34,Laki-laki,3788
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,35-39,Laki-laki,4410
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,40-44,Laki-laki,4347
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,45-49,Laki-laki,3654
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,50-54,Laki-laki,2918
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,55-59,Laki-laki,2218
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,60-64,Laki-laki,1564
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,65-69,Laki-laki,930
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,70-74,Laki-laki,569
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,75+,Laki-laki,457
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,00-04,Laki-laki,1096
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,05-09,Laki-laki,1323
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,01-10,Laki-laki,1383
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,15-19,Laki-laki,1279
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,20-24,Laki-laki,1200
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,25-29,Laki-laki,1143
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,30-34,Laki-laki,1173
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,35-39,Laki-laki,1422
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,40-44,Laki-laki,1410
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,45-49,Laki-laki,1219
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,50-54,Laki-laki,1010
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,55-59,Laki-laki,767
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,60-64,Laki-laki,542
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,65-69,Laki-laki,311
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,70-74,Laki-laki,188
2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,75+,Laki-laki,199
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,00-04,Laki-laki,1198
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,05-09,Laki-laki,1541
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,01-10,Laki-laki,1350
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,15-19,Laki-laki,1249
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,20-24,Laki-laki,1156
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,25-29,Laki-laki,1297
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,30-34,Laki-laki,1484
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,35-39,Laki-laki,1863
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,40-44,Laki-laki,1748
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,45-49,Laki-laki,1414
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,50-54,Laki-laki,1067
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,55-59,Laki-laki,944
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,60-64,Laki-laki,896
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,65-69,Laki-laki,887
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,70-74,Laki-laki,728
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,75+,Laki-laki,510
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,00-04,Laki-laki,2065
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,05-09,Laki-laki,2433
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,01-10,Laki-laki,2380
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,15-19,Laki-laki,2173
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,20-24,Laki-laki,2068
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,25-29,Laki-laki,2277
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,30-34,Laki-laki,2359
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,35-39,Laki-laki,2737
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,40-44,Laki-laki,2595
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,45-49,Laki-laki,2126
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,50-54,Laki-laki,1878
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,55-59,Laki-laki,1657
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,60-64,Laki-laki,1322
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,65-69,Laki-laki,901
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,70-74,Laki-laki,611
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,75+,Laki-laki,433
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,00-04,Laki-laki,1333
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,05-09,Laki-laki,1698
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,01-10,Laki-laki,1777
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,15-19,Laki-laki,1660
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,20-24,Laki-laki,1675
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,25-29,Laki-laki,1563
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,30-34,Laki-laki,1526
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,35-39,Laki-laki,1672
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,40-44,Laki-laki,1853
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,45-49,Laki-laki,1700
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,50-54,Laki-laki,1490
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,55-59,Laki-laki,1161
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,60-64,Laki-laki,837
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,65-69,Laki-laki,587
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,70-74,Laki-laki,378
2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,75+,Laki-laki,523
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,00-04,Laki-laki,3061
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,05-09,Laki-laki,3628
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,01-10,Laki-laki,3714
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,15-19,Laki-laki,3513
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,20-24,Laki-laki,3211
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,25-29,Laki-laki,3140
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,30-34,Laki-laki,3222
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,35-39,Laki-laki,3903
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,40-44,Laki-laki,3572
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,45-49,Laki-laki,3200
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,50-54,Laki-laki,2704
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,55-59,Laki-laki,1892
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,60-64,Laki-laki,1310
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,65-69,Laki-laki,872
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,70-74,Laki-laki,498
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,75+,Laki-laki,445
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,00-04,Laki-laki,4220
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,05-09,Laki-laki,4554
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,01-10,Laki-laki,4465
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,15-19,Laki-laki,4026
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,20-24,Laki-laki,3824
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,25-29,Laki-laki,4109
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,30-34,Laki-laki,4230
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,35-39,Laki-laki,4587
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,40-44,Laki-laki,4163
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,45-49,Laki-laki,3566
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,50-54,Laki-laki,2843
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,55-59,Laki-laki,2257
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,60-64,Laki-laki,1584
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,65-69,Laki-laki,1017
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,70-74,Laki-laki,496
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,75+,Laki-laki,336
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,00-04,Laki-laki,3393
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,05-09,Laki-laki,3745
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,01-10,Laki-laki,3702
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,15-19,Laki-laki,3335
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,20-24,Laki-laki,3180
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,25-29,Laki-laki,3119
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,30-34,Laki-laki,3397
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,35-39,Laki-laki,3851
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,40-44,Laki-laki,3687
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,45-49,Laki-laki,3123
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,50-54,Laki-laki,2450
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,55-59,Laki-laki,1809
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,60-64,Laki-laki,1244
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,65-69,Laki-laki,819
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,70-74,Laki-laki,467
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,75+,Laki-laki,340
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,00-04,Laki-laki,1602
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,05-09,Laki-laki,1864
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,01-10,Laki-laki,1823
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,15-19,Laki-laki,1675
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,20-24,Laki-laki,1570
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,25-29,Laki-laki,1576
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,30-34,Laki-laki,1647
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,35-39,Laki-laki,1967
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,40-44,Laki-laki,1906
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,45-49,Laki-laki,1671
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,50-54,Laki-laki,1382
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,55-59,Laki-laki,1003
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,60-64,Laki-laki,653
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,65-69,Laki-laki,359
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,70-74,Laki-laki,190
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,75+,Laki-laki,129
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,00-04,Laki-laki,7096
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,05-09,Laki-laki,8447
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,01-10,Laki-laki,8145
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,15-19,Laki-laki,7101
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,20-24,Laki-laki,6783
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,25-29,Laki-laki,6823
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,30-34,Laki-laki,7277
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,35-39,Laki-laki,8491
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,40-44,Laki-laki,7811
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,45-49,Laki-laki,6468
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,50-54,Laki-laki,4937
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,55-59,Laki-laki,3785
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,60-64,Laki-laki,2672
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,65-69,Laki-laki,1441
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,70-74,Laki-laki,667
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,75+,Laki-laki,395
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,00-04,Laki-laki,4041
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,05-09,Laki-laki,4963
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,01-10,Laki-laki,4741
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,15-19,Laki-laki,4115
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,20-24,Laki-laki,3850
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,25-29,Laki-laki,3968
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,30-34,Laki-laki,4249
2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,35-39,Laki-laki,4939
